46,36
53,36
60,36
67,36
74,36
81,36
88,36
95,36
102,36
109,36
116,36
123,36
123,39
116,39
109,39
102,39
95,39
88,39
81,39
74,39
67,39
60,39
53,39
46,39
130,39
130,36
137,36
144,36
144,39
137,39
144,33
144,30
151,36
151,39
158,39
158,36
165,36
165,36
165,39
172,39
172,36
179,33
179,30
179,36
179,39
186,39
186,36
193,36
207,36
200,36
214,36
214,33
214,30
221,30
221,30
221,33
221,36
221,39
214,39
207,39
200,39
193,39
228,36
228,39
235,36
235,39
242,39
242,36
256,36
256,39
270,36
263,36
277,36
284,36
291,36
298,36
298,39
291,39
284,39
277,39
270,39
263,39
277,27
284,27
291,18
298,18
305,18
312,18
319,36
319,39
326,39
326,36
333,36
340,36
347,36
354,36
354,39
347,39
340,39
333,39
333,18
333,27
340,18
361,36
368,36
375,36
375,39
368,39
361,39
368,27
375,27
403,27
424,27
445,27
417,18
417,18
382,36
389,36
389,39
382,39
396,39
396,36
403,36
403,39
410,39
410,36
417,36
417,39
424,39
424,36
431,36
431,39
438,39
438,36
445,39
445,36
452,36
452,39
459,39
459,36
466,36
473,36
473,39
466,39
480,39
480,36
487,36
487,39
494,39
494,36
494,27
487,27
480,15
501,15
501,36
501,39
508,39
508,36
515,36
515,39
522,39
522,36
529,36
529,39
536,36
536,39
536,33
543,30
550,27
557,24
571,24
578,27
585,30
557,27
557,30
550,30
543,33
550,33
557,33
557,36
550,36
543,36
543,39
550,39
557,39
571,27
571,30
571,33
571,36
571,39
578,39
578,36
578,33
578,30
585,33
585,36
585,39
592,39
592,36
599,36
606,36
613,33
613,30
613,36
613,39
606,39
599,39
620,36
627,36
634,36
620,39
627,39
634,39
641,39
641,36
648,30
641,30
648,36
655,36
648,39
655,39
662,39
662,36
669,36
669,39
676,39
676,36
683,33
690,30
697,27
704,24
711,21
718,18
725,15
683,36
683,39
690,39
690,36
690,33
697,30
697,33
697,36
697,39
704,39
704,36
704,33
704,30
704,27
711,24
711,27
711,30
711,33
711,36
711,39
718,36
718,33
718,30
718,27
718,24
718,21
718,39
725,39
725,36
725,33
725,30
725,27
725,24
725,21
725,18
732,36
739,36
732,39
739,39
746,39
753,39
760,39
767,39
774,39
781,39
788,39
795,39
802,39
809,39
816,39
809,36
802,36
795,36
788,36
781,36
774,36
767,36
760,36
753,36
746,36
816,36
823,36
823,39
830,39
830,36
837,36
844,36
851,36
858,36
865,36
872,39
865,39
858,39
851,39
844,39
837,39
872,36
